#	17063B_2_3_4_R_20180611
# Phase	Rel_Mag
0	12.9456	0	
0.00414784	12.9507	663.293	
0.00809293	13.1181	190.166	
0.0145385	13.1268	96.0768	
0.017774	13.1508	759.283	
0.0211869	13.7334	1138.41	
0.0217191	13.3144	286.157	
0.0306653	13.3456	571.104	
0.0311637	13.4347	1234.05	
0.0323126	13.1763	855.36	
0.0362577	13.3103	382.234	
0.0442914	13.2392	667.094	
0.0482365	13.4522	193.968	
0.0546822	13.4389	99.8784	
0.0627751	13.6126	290.045	
0.0649799	13.9145	1142.55	
0.0708089	13.6216	574.906	
0.0724562	13.4878	859.162	
0.0749567	13.8138	1238.2	
0.0764013	13.709	386.035	
0.0844351	13.6635	670.896	
0.0883802	13.7991	197.77	
0.0948258	13.8097	103.68	
0.0989736	13.8731	766.973	
0.102919	14.0311	293.846	
0.108773	14.3862	1146.7	
0.111865	14.0779	578.794	
0.113512	13.9838	863.05	
0.117457	14.1892	389.923	
0.11875	14.3878	1242.35	
0.121343	14.1636	11.4912	
0.125491	14.1819	674.784	
0.129436	14.3083	201.658	
0.135882	14.4034	107.568	
0.14003	14.4321	770.861	
0.143975	14.6881	297.734	
0.152008	14.7299	582.595	
0.152566	15.2334	1150.85	
0.153656	14.677	866.851	
0.157601	14.9024	393.725	
0.162399	14.948	15.3792	
0.162543	15.0632	1246.49	
0.16958	15.0721	205.459	
0.176025	15.0883	111.37	
0.180173	15.155	774.662	
0.184118	15.4594	301.536	
0.192152	15.589	586.397	
0.194712	15.5561	870.739	
0.196359	16.0625	1155	
0.203455	15.5068	19.2672	
0.206336	15.7126	1250.64	
0.210636	15.755	209.347	
0.217081	15.6336	115.258	
0.221229	15.8065	778.55	
0.225174	15.9099	305.424	
0.233208	16.0812	590.285	
0.234855	16.0782	874.541	
0.2388	16.1877	401.414	
0.240152	16.4127	1159.14	
0.243599	15.9311	23.0688	
0.246834	16.0059	686.275	
0.250129	15.7202	1254.79	
0.250779	15.8127	213.149	
0.257225	15.5273	119.059	
0.261373	15.493	782.352	
0.265318	15.6164	309.226	
0.274264	15.3771	594.173	
0.275911	14.9974	878.429	
0.278944	15.2142	405.216	
0.283742	15.1075	26.8704	
0.283945	15.3794	1163.29	
0.28789	14.948	690.163	
0.291835	14.8758	217.037	
0.293922	14.6717	1258.93	
0.298281	14.7471	122.947	
0.301516	14.6794	786.154	
0.306374	14.7597	313.114	
0.314408	14.6709	597.974	
0.316967	14.5061	882.317	
0.32	14.4678	409.104	
0.324798	14.3664	30.7584	
0.327738	14.7445	1167.44	
0.328034	14.1963	693.965	
0.331979	14.3399	220.838	
0.337715	14.0269	1263.08	
0.338425	14.1905	126.749	
0.342572	14.1159	790.042	
0.346517	14.0309	316.915	
0.354551	14.0285	601.776	
0.360144	13.8078	412.906	
0.360997	13.7689	507.686	
0.364942	13.687	34.56	
0.36909	13.5413	697.853	
0.371531	13.9947	1171.58	
0.373035	13.7336	224.726	
0.378568	13.6551	130.55	
0.381508	13.4306	1267.23	
0.383628	13.5397	793.93	
0.387573	13.5794	320.803	
0.395607	13.5563	605.664	
0.40114	13.2963	511.488	
0.4012	13.3915	416.794	
0.405998	13.305	38.448	
0.408084	14.0999	1080.35	
0.409233	13.221	701.654	
0.414091	13.2536	228.614	
0.415324	13.5973	1175.73	
0.419624	13.2087	134.438	
0.423772	13.2184	797.731	
0.425301	13.065	1271.38	
0.427717	13.2962	324.605	
0.435751	13.3654	609.466	
0.441284	13.1548	515.29	
0.441343	13.2209	420.595	
0.450289	13.0726	705.542	
0.451878	13.7599	1084.49	
0.454234	13.1832	232.416	
0.459117	13.429	1179.88	
0.463916	13.1566	801.533	
0.468773	13.1967	328.493	
0.469094	13.0285	1275.52	
0.476807	13.229	613.354	
0.480752	13.1117	140.227	
0.48234	13.0583	519.178	
0.482399	13.1425	424.483	
0.487197	13.0551	46.1376	
0.490433	13.0377	709.344	
0.495671	13.9002	1088.64	
0.50291	13.499	1184.03	
0.504971	13.2487	805.421	
0.508917	13.2596	332.294	
0.512887	13.12	1279.67	
0.51695	13.3006	617.155	
0.520895	13.3243	144.029	
0.523396	13.2544	523.066	
0.527341	13.2928	49.9392	
0.531489	13.2483	713.232	
0.539464	14.2208	1092.79	
0.545115	13.4925	809.222	
0.546703	13.6041	1188.17	
0.549973	13.5286	336.182	
0.561951	13.6148	147.917	
0.56354	13.5548	526.867	
0.568397	13.6073	53.8272	
0.571633	13.5895	717.034	
0.575578	13.7993	243.907	
0.583257	14.7119	1096.93	
0.586171	13.9025	813.11	
0.590116	13.9617	339.984	
0.590496	14.0583	1192.32	
0.602095	14.0858	151.718	
0.603683	14.059	530.669	
0.608541	14.2097	57.6288	
0.611776	14.2299	720.835	
0.626315	14.5736	816.912	
0.62705	15.2033	1101.08	
0.631172	14.7336	343.872	
0.634289	14.8984	1196.47	
0.639206	14.9693	628.733	
0.643151	14.9571	155.606	
0.644739	14.918	534.557	
0.648684	15.2094	61.4304	
0.652832	15.2136	724.723	
0.656777	15.6148	251.597	
0.667371	15.7373	820.8	
0.670843	16.344	1105.23	
0.671316	15.9673	347.674	
0.678082	16.4221	1200.61	
0.67935	16.2794	632.534	
0.683295	16.4994	159.408	
0.684883	16.4708	538.358	
0.68974	16.5922	65.3184	
0.692976	16.529	728.525	
0.697833	17.1046	255.485	
0.711459	16.9302	351.475	
0.714636	17.3463	1109.38	
0.719493	16.9859	636.336	
0.721875	17.1081	1204.76	
0.723438	16.9925	163.21	
0.725939	16.8589	542.246	
0.729884	16.8426	69.12	
0.734032	16.7893	732.413	
0.737977	17.2327	259.286	
0.752515	16.8541	355.363	
0.758429	17.1012	1113.52	
0.760549	16.7385	640.224	
0.764494	16.4016	167.098	
0.766082	16.2033	546.048	
0.768405	16.2769	1209.17	
0.77094	16.297	73.008	
0.774175	16.0093	736.214	
0.779033	15.9801	263.174	
0.788714	15.3593	832.291	
0.792659	15.381	359.165	
0.802222	15.5167	1117.67	
0.804638	14.9632	170.899	
0.807138	14.7617	549.936	
0.811083	14.7957	76.8096	
0.812199	14.877	1213.32	
0.819176	14.6257	266.976	
0.828857	14.1712	836.093	
0.833715	14.268	363.053	
0.845694	14.0518	174.787	
0.846015	14.3828	1121.82	
0.847282	13.8958	553.738	
0.852139	13.9592	80.6976	
0.855375	13.7917	743.904	
0.855992	14.0965	1217.46	
0.85932	13.8967	270.778	
0.869913	13.5411	839.981	
0.873859	13.71	366.854	
0.881892	13.5631	651.715	
0.885837	13.5827	178.589	
0.888338	13.4276	557.626	
0.889808	14.0124	1125.96	
0.892283	13.5083	84.4992	
0.896431	13.3715	747.792	
0.899785	13.5639	1221.61	
0.900376	13.4899	274.666	
0.910969	13.2013	843.869	
0.914914	13.3536	370.742	
0.922036	13.2255	655.517	
0.926893	13.2784	182.477	
0.928482	13.1754	561.427	
0.933339	13.2115	88.3872	
0.933601	13.692	1130.11	
0.936574	13.13	751.594	
0.94052	13.2605	278.467	
0.943578	13.3189	1225.76	
0.951113	12.9748	847.67	
0.955058	13.1422	374.544	
0.963092	12.9521	659.405	
0.967037	13.0168	186.278	
0.973483	12.9644	92.1888	
0.977394	13.5013	1134.26	
0.97763	12.8893	755.482	
0.981576	13.0071	282.355	
0.987371	13.1619	1229.9	
0.989609	13.0146	567.216	
0.991257	12.9153	851.472	
0.995202	13.0257	378.346	
